,fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl
862,Valmir Lazaro,15,5,0,0,72,155,73,Orthodox,1985-08-15,35,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,97.0
863,Mounir Lazzez,10,2,0,0,73,170,76,Orthodox,1987-11-16,33,5.69,0.55,4.78,0.45,3.41,1.0,0.6,0.0,167.0
864,Cung Le,9,3,0,0,69,185,70,Southpaw,1972-05-25,48,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,18.75
865,Thanh Le,6,1,0,1,69,145,74,Orthodox,1985-08-28,35,1.97,0.4,1.82,0.7,0.0,0.0,1.0,0.0,0
866,Jordan Leavitt,8,0,0,2,69,155,71,Southpaw,1995-06-02,25,1.08,0.55,0.43,0.75,6.5,0.66,0.0,3.2,0.0
867,Chris Leben,22,11,0,0,61,185,73,Southpaw,1980-07-21,40,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,143.27272727272728
868,Mickael Lebout,16,7,1,0,61,155,73,Orthodox,1987-08-16,33,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,154.66666666666666
869,Justin Ledet,9,4,0,0,76,205,80,Orthodox,1988-09-28,32,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,21.285714285714285
870,Vaughan Lee,14,13,1,0,66,125,66,Orthodox,1982-10-15,38,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,60.875
871,Kevin Lee,18,6,0,0,69,170,77,Orthodox,1992-09-04,28,3.9,0.42,3.23,0.51,3.21,0.43,0.75,0.8,303.52941176470586
872,Andrea Lee,11,5,0,0,66,125,69,Orthodox,1989-02-11,31,5.58,0.49,3.83,0.65,1.67,0.45,0.57,0.5,185.16666666666666
873,Cheyden Leialoha,6,0,0,0,68,135,73,Orthodox,1994-03-15,26,1.87,0.28,3.2,0.53,2.0,0.33,0.71,0.0,0
874,Thales Leites,28,9,0,1,73,185,78,Orthodox,1981-09-06,39,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,225.8095238095238
875,Amanda Lemos,8,1,1,2,64,135,65,Southpaw,1987-05-22,33,5.98,0.64,6.09,0.44,2.26,1.0,1.0,0.6,105.33333333333333
876,Giacomo Lemos,6,0,0,0,75,247,75,Orthodox,1989-06-23,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
877,Jesse Lennox,14,4,0,0,69,170,72,Orthodox,1982-03-10,38,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,88.66666666666667
878,Nik Lentz,30,12,2,0,68,145,68,Orthodox,1984-08-13,36,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,246.6086956521739
879,Victoria Leonardo,8,4,0,0,65,125,64,Orthodox,1990-02-16,30,3.4,0.37,4.15,0.47,2.39,0.37,0.0,0.0,2.0
880,Brock Lesnar,5,3,0,0,75,265,81,Orthodox,1977-07-12,43,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,215.42857142857142
881,Valerie Letourneau,8,6,0,0,67,115,68,Orthodox,1983-04-29,37,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,105.16666666666667
882,Leah Letson,5,2,0,1,67,145,71,,1992-08-21,28,4.87,0.4,3.8,0.63,0.0,0.0,1.0,0.0,178.0
883,Marcus LeVesseur,22,7,0,0,69,155,70,Southpaw,1982-07-17,38,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,295.3333333333333
884,Natan Levy,6,0,0,1,69,155,71,Southpaw,1991-09-30,29,1.65,0.6,0.82,0.57,2.75,1.0,1.0,2.8,0
885,Derrick Lewis,24,7,0,3,75,260,79,Orthodox,1985-02-07,35,2.64,0.5,2.09,0.44,0.54,0.26,0.52,0.0,71.4
886,Bevon Lewis,7,3,0,0,75,185,79,Orthodox,1991-05-05,29,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,237.0
887,Li Jingliang,18,6,0,1,72,170,71,Orthodox,1988-03-20,32,4.52,0.42,3.65,0.59,1.28,0.39,0.59,0.0,62.142857142857146
888,Chuck Liddell,21,8,0,0,74,205,76,Orthodox,1969-12-17,51,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,
889,Hyun Gyu Lim,13,7,1,0,75,170,77,Orthodox,1985-01-16,36,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,11.142857142857142
890,Juliana Lima,9,5,0,0,65,115,65,Orthodox,1982-03-15,38,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,308.57142857142856
891,Dhiego Lima,17,7,0,3,74,170,75,Orthodox,1989-01-31,31,2.84,0.4,2.96,0.62,1.66,0.44,0.66,0.8,87.88888888888889
892,Matt Lindland,22,9,0,0,72,185,74,Southpaw,1970-05-17,50,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,387.0
893,John Lineker,31,9,0,0,63,135,67,Orthodox,1990-06-12,30,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,41.4375
894,Austin Lingo,8,1,0,1,61,145,70,Orthodox,1994-07-10,26,3.57,0.44,3.17,0.62,1.0,0.66,0.76,0.0,156.5
895,Philipe Lins,14,5,0,0,74,240,78,Orthodox,1985-08-17,35,2.66,0.4,3.68,0.49,0.0,0.0,0.0,0.0,3.5
896,Ariane Lipski,13,6,0,0,66,125,67,Orthodox,1994-01-26,27,3.03,0.32,4.45,0.48,0.27,0.25,0.45,0.5,164.6
897,Dean Lister,13,7,0,0,73,185,75,Orthodox,1976-02-13,44,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,93.33333333333333
898,Artem Lobov,13,15,1,0,69,145,65,Southpaw,1986-08-11,34,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0,102.71428571428571
899,Dylan Lockard,6,2,0,0,69,145,72,Orthodox,1992-05-19,28,1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2,0
900,Christian Lohsen,4,2,0,0,74,155,77,Southpaw,1995-01-24,26,5.27,0.49,6.93,0.44,0.0,0.0,0.0,2.0,0
901,David Loiseau,23,11,0,0,72,185,76,Orthodox,1979-12-17,41,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,96.88888888888889
902,Hector Lombard,34,10,1,0,69,185,71,Southpaw,1978-02-02,42,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,144.72727272727272
903,Michael Lombardo,11,2,0,1,72,170,72,Orthodox,1990-04-03,30,1.47,0.62,2.63,0.31,2.5,0.21,0.6,0.0,0
904,Loma Lookboonmee,5,2,0,1,61,115,61,Orthodox,1996-01-18,25,5.16,0.55,3.09,0.59,0.67,0.25,0.72,0.0,67.0
905,Matthew Lopez,10,4,0,0,67,135,69,Southpaw,1987-01-21,34,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,171.33333333333334
906,Benito Lopez,10,1,0,1,61,135,73,Switch,1994-04-06,26,4.49,0.44,4.8,0.58,0.0,0.0,0.78,0.3,37.333333333333336
907,Gustavo Lopez,12,5,0,1,65,135,67,Orthodox,1989-06-27,31,2.26,0.4,5.08,0.46,1.69,0.66,0.27,0.8,34.0
908,Brendan Loughnane,17,3,0,1,61,145,70,Switch,1989-12-05,31,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,114.0
909,Joe Lowry,9,2,0,0,61,155,73,Orthodox,1989-12-12,31,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0,0
910,Duane Ludwig,21,14,0,0,61,170,70,Orthodox,1978-08-04,42,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,49.333333333333336
911,Dalcha Lungiambula,11,2,0,1,68,185,76,Orthodox,1987-07-31,33,1.85,0.5,2.27,0.43,2.07,0.5,0.75,0.0,296.3333333333333
912,Vicente Luque,19,7,1,2,61,170,75,Orthodox,1991-11-27,29,5.72,0.53,5.82,0.52,0.68,0.5,0.64,0.8,71.93333333333334
913,Travis Lutter,10,6,0,0,61,185,75,Orthodox,1973-05-12,47,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,138.33333333333334
914,Tucker Lutz,11,1,0,2,68,155,72,Orthodox,1994-07-12,26,4.33,0.49,2.8,0.47,2.0,0.57,0.81,0.5,0
915,Lv Zhenhong,16,6,0,0,68,145,67,Switch,1993-06-25,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
916,Chris Lytle,31,18,5,1,61,170,68,Orthodox,1974-08-18,46,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,85.75
917,Dong Hyun Ma,16,11,3,0,61,155,70,Orthodox,1988-09-09,32,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,100.125
918,William Macario,9,3,0,0,61,170,75,Orthodox,1991-07-01,29,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,86.75
919,Jason MacDonald,25,16,0,0,75,185,80,Orthodox,1975-06-03,45,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,133.28571428571428
920,Rob MacDonald,5,4,0,0,75,205,78,Orthodox,1978-09-05,42,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,62.666666666666664
921,Rory MacDonald,19,4,0,0,72,170,76,Orthodox,1989-07-22,31,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,133.23076923076923
922,Ryan MacDonald,10,2,0,0,61,135,71,Switch,1993-03-18,27,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,26.0
923,Veronica Macedo,6,4,1,0,64,125,64,Southpaw,1995-10-30,25,3.13,0.39,5.06,0.43,0.57,0.18,0.46,0.6,67.6
924,Lyoto Machida,24,8,0,2,73,185,74,Southpaw,1978-05-30,42,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,111.70833333333333
925,Pauline Macias,4,1,0,0,64,115,64,Southpaw,1988-06-27,32,0.8,0.29,4.6,0.42,2.0,0.18,0.0,0.0,0
926,Reza Madadi,14,6,0,0,61,155,73,Orthodox,1978-06-20,42,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,194.71428571428572
927,Don Madge,9,3,1,2,72,155,72,Southpaw,1990-11-12,30,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,304.5
928,Jon Madsen,8,2,0,0,72,240,72,Orthodox,1980-02-12,40,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,127.4
929,Mark Madsen,10,0,0,2,68,155,72,Orthodox,1984-09-23,36,2.28,0.42,2.53,0.46,8.33,0.64,0.0,0.0,266.0
930,Yoshiro Maeda,35,16,5,0,67,139,68,Southpaw,1981-10-31,39,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,0
931,Leonardo Mafra,13,4,0,0,61,155,70,Orthodox,1989-04-25,31,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,103.25
932,Vinny Magalhaes,14,9,0,0,75,205,75,Orthodox,1984-07-02,36,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,37.0
933,Caio Magalhaes,10,3,0,0,73,185,73,Orthodox,1987-12-14,33,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,127.57142857142857
934,Angela Magana,11,9,0,0,61,115,65,Orthodox,1983-08-02,37,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,159.66666666666666
935,Neil Magny,24,9,0,0,75,170,80,Orthodox,1987-08-03,33,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,172.41666666666666
936,Rashid Magomedov,20,2,0,1,69,155,70,Orthodox,1984-11-29,36,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,77.16666666666667
937,Ruslan Magomedov,14,1,0,3,75,242,78,Orthodox,1986-11-26,34,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0,56.333333333333336
938,Zabit Magomedsharipov,18,1,0,6,73,145,73,Orthodox,1991-03-01,29,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,252.16666666666666
939,John Maguire,24,9,0,0,69,155,69,Southpaw,1983-05-19,37,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,292.8
940,Demian Maia,28,10,0,0,73,170,72,Southpaw,1977-11-06,43,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0,283.1875
941,Jennifer Maia,18,6,1,0,64,125,64,Orthodox,1988-10-06,32,3.34,0.39,3.52,0.52,0.34,0.5,0.56,0.2,174.66666666666666
942,Levan Makashvili,15,2,1,0,68,145,68,Orthodox,1989-01-07,32,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,347.0
943,John Makdessi,17,7,0,0,68,155,68,Orthodox,1985-05-03,35,5.36,0.51,3.76,0.7,0.0,0.0,0.88,0.0,12.705882352941176
944,Islam Makhachev,18,1,0,6,61,155,70,Orthodox,1991-10-27,29,2.1,0.56,0.76,0.72,3.4,0.68,0.93,0.8,270.75
945,Zach Makovsky,20,8,0,0,64,125,64,Southpaw,1983-04-19,37,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,221.0
946,Fabio Maldonado,23,11,0,0,73,205,75,Orthodox,1980-03-17,40,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,90.45454545454545
947,Bea Malecki,4,0,0,2,69,135,74,Orthodox,1991-08-23,29,6.78,0.46,6.14,0.62,0.0,0.0,0.78,1.4,136.5
948,Jacob Malkoun,4,1,0,0,69,185,73,Orthodox,1995-08-26,25,0.0,0.0,23.33,0.36,0.0,0.0,0.0,0.0,0.0
949,Nate Maness,13,1,0,2,61,135,72,Orthodox,1991-06-27,29,2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7,59.5
950,Jimi Manuwa,17,6,0,0,73,205,79,Orthodox,1980-02-18,40,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,72.91666666666667
951,Cristiano Marcello,13,6,0,0,69,155,72,Orthodox,1977-12-03,43,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,65.5
952,Marcos Mariano,6,6,0,0,73,155,76,Switch,1986-10-12,34,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,24.0
953,Ronny Markes,17,5,0,0,73,185,75,Orthodox,1988-04-21,32,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,334.8
954,Rory Markham,17,6,0,0,72,170,71,Orthodox,1982-03-25,38,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,0.3333333333333333
955,Randa Markos,10,11,1,0,64,115,63,Orthodox,1985-08-10,35,2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2,175.73333333333332
956,Christina Marks,8,9,0,0,67,125,69,Orthodox,1985-11-08,35,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,41.0
957,Nate Marquardt,35,19,2,0,72,185,74,Orthodox,1979-04-20,41,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,159.92
958,Danilo Marques,10,2,0,1,78,205,77,Orthodox,1985-12-26,35,1.07,0.72,1.27,0.58,4.0,0.25,0.0,0.0,436.0
959,Julian Marquez,7,2,0,0,74,185,72,Orthodox,1990-05-08,30,3.8,0.4,3.33,0.53,0.0,0.0,0.52,3.0,27.5
960,Carmelo Marrero,16,6,0,0,72,205,73,Orthodox,1981-01-26,40,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,150.75
961,Eliot Marshall,10,4,0,0,74,205,77,Orthodox,1980-07-07,40,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,36.5
962,Jack Marshman,23,10,0,0,72,185,73,Orthodox,1989-12-19,31,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,2.125
963,Terry Martin,23,11,0,0,68,185,71,Orthodox,1980-10-10,40,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,217.5
964,Anthony Rocco Martin,17,6,0,0,72,170,73,Orthodox,1989-12-11,31,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,194.06666666666666
965,Mallory Martin,7,3,0,1,64,115,63,Orthodox,1994-01-29,27,4.28,0.59,6.04,0.58,3.24,0.6,0.25,0.5,52.0
966,Danny Martinez,21,8,0,1,66,125,67,Orthodox,1985-06-14,35,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,249.5
967,Henry Martinez,9,4,0,0,67,155,69,Southpaw,1983-08-07,37,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,47.666666666666664
968,Jonathan Martinez,13,3,0,2,68,145,70,Southpaw,1994-04-20,26,4.34,0.46,3.61,0.58,0.53,0.37,0.61,0.0,146.83333333333334
969,Mana Martinez,6,2,0,0,61,135,70,Orthodox,1996-03-25,24,2.11,0.62,1.27,0.5,0.0,0.0,0.0,6.3,0
970,Roque Martinez,15,7,2,0,61,250,72,Orthodox,1986-03-04,34,2.67,0.51,4.68,0.59,0.62,0.5,0.16,0.0,86.0
971,Adriano Martins,28,9,0,0,61,155,72,Southpaw,1982-12-16,38,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,53.57142857142857
972,Lucas Martins,19,3,0,1,72,145,72,Southpaw,1988-11-11,32,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,10.285714285714286
973,Bristol Marunde,16,10,0,0,73,170,75,Orthodox,1982-04-20,38,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,72.0
974,Mike Massenzio,13,9,0,0,74,185,73,Southpaw,1982-11-01,38,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,147.57142857142858
975,Jameel Massouh,26,9,0,0,61,145,72,Orthodox,1984-09-12,36,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,0
976,Tiffany Masters,2,1,0,0,63,115,65,Orthodox,1994-07-31,26,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0,0
977,Jorge Masvidal,35,14,0,0,61,170,74,Orthodox,1984-11-12,36,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,135.21052631578948
978,Al Matavao,8,3,0,0,68,205,67,Orthodox,1994-02-23,26,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0,0
979,Jake Matthews,17,4,0,3,61,170,73,Orthodox,1994-08-19,26,3.15,0.46,2.12,0.63,2.09,0.41,0.7,0.7,220.28571428571428
980,Vladimir Matyushenko,27,8,0,0,72,205,74,Orthodox,1971-01-04,50,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,175.0
981,Miranda Maverick,10,2,0,1,63,125,65,Southpaw,1997-07-01,23,9.8,0.51,6.0,0.62,0.0,0.0,0.0,0.0,0.0
982,Nick Maximov,6,0,0,1,72,220,76,Southpaw,1997-12-23,23,2.47,0.58,0.33,0.58,2.0,0.4,0.0,0.0,0
983,Don'Tale Mayes,8,4,0,1,78,260,81,Orthodox,1992-01-16,29,4.13,0.45,4.46,0.43,0.23,0.2,0.59,0.0,80.66666666666667
984,Gray Maynard,13,7,1,0,69,155,70,Orthodox,1979-05-09,41,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,227.0
985,Gina Mazany,7,4,0,1,66,125,68,Southpaw,1988-08-19,32,3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3,181.0
986,Sabina Mazo,9,1,0,3,67,125,70,Orthodox,1997-03-25,23,7.14,0.46,4.07,0.62,1.02,1.0,0.83,0.2,196.0
987,Ian McCall,13,5,1,0,65,125,64,Orthodox,1984-05-07,36,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,141.6
988,Molly McCann,10,3,0,0,64,125,62,Orthodox,1990-05-04,30,5.75,0.49,4.7,0.66,2.01,0.29,0.33,0.7,79.0
989,Charles McCarthy,10,5,0,0,61,185,71,Orthodox,1980-08-06,40,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,88.33333333333333
990,Sean McCorkle,17,7,0,0,79,265,81,Orthodox,1976-07-17,44,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,88.0
991,Kris McCray,8,5,0,0,72,170,76,Orthodox,1981-09-24,39,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,181.66666666666666
992,Tamdan McCrory,14,5,0,0,76,185,76,Switch,1986-11-05,34,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,187.22222222222223
993,Rob McCullough,19,8,0,0,69,155,69,Orthodox,1977-05-26,43,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0,0
994,Justin McCully,11,5,2,0,73,225,73,Orthodox,1976-02-18,44,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,308.75
995,Robert McDaniel,28,10,0,0,75,185,75,Southpaw,1983-05-03,37,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,228.33333333333334
996,Michael McDonald,17,4,0,0,69,135,70,Orthodox,1991-01-15,30,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,46.888888888888886
997,Drew McFedries,12,7,0,0,72,185,72,Southpaw,1978-07-27,42,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,6.888888888888889
998,Court McGee,20,10,0,0,61,170,75,Orthodox,1984-12-12,36,4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4,158.1764705882353
999,Conor McGregor,22,5,0,0,69,155,74,Southpaw,1988-07-14,32,5.32,0.49,4.54,0.54,0.7,0.55,0.67,0.0,64.07692307692308
1000,Rhys McKee,10,4,1,0,74,170,78,Orthodox,1995-09-10,25,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0,6.0
1001,Cory McKenna,6,1,0,2,63,115,58,Orthodox,1999-11-07,21,3.47,0.44,3.03,0.45,0.5,0.5,0.71,0.0,185.0
1002,Tim McKenzie,14,9,0,0,72,185,74,Orthodox,1982-07-21,38,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,0.0
1003,Cody McKenzie,16,10,0,0,72,155,72,Switch,1987-12-16,33,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,130.42857142857142
1004,Terrance McKinney,4,2,0,0,61,145,74,Switch,1994-09-15,26,1.17,0.5,0.59,0.66,4.4,0.33,0.0,0.0,0
1005,Garreth McLellan,13,6,0,0,73,185,72,Southpaw,1982-09-01,38,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,170.6
1006,Sara McMann,12,6,0,0,66,135,66,Orthodox,1980-09-24,40,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,299.5
1007,James McSweeney,15,15,0,0,76,230,77,Switch,1980-10-24,40,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,169.66666666666666
1008,Tim Means,31,12,1,2,74,170,75,Orthodox,1984-02-20,36,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,65.95454545454545
1009,Yancy Medeiros,15,7,0,0,61,155,75,Orthodox,1987-09-07,33,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,31.23076923076923
1010,Uros Medic,6,0,0,1,73,155,71,Southpaw,1993-04-25,27,14.55,0.88,0.91,0.83,0.0,0.0,0.0,0.0,0
1011,Emil Meek,9,5,1,0,61,170,74,Switch,1988-08-20,32,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,130.75
1012,Sanford Alton Meeks,1,1,0,0,77,265,75,Orthodox,1994-04-05,26,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0,0
1013,Gerald Meerschaert,31,14,0,0,73,185,77,Southpaw,1987-12-18,33,3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,102.08333333333333
1014,Jordan Mein,31,12,0,2,72,170,73,Orthodox,1989-10-10,31,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,160.66666666666666
1015,Gilbert Melendez,22,8,0,0,69,145,73,Orthodox,1982-04-12,38,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,50.0
1016,Vanessa Melo,11,8,0,1,65,135,65,Orthodox,1988-03-27,32,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,6.25
1017,Antonio Mendes,18,13,0,0,75,205,77,Southpaw,1981-04-19,39,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,15.5
1018,Chad Mendes,18,5,0,0,66,145,66,Orthodox,1985-05-01,35,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,127.28571428571429
1019,Augusto Mendes,6,2,0,0,66,135,65,Orthodox,1983-03-03,37,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,108.33333333333333
1020,Pietro Menga,13,0,0,0,67,125,68,Southpaw,1988-02-15,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1021,Alonzo Menifield,9,2,0,0,72,205,76,Orthodox,1987-10-18,33,3.34,0.47,3.72,0.45,0.0,0.0,0.85,0.0,167.25
1022,Ivan Menjivar,25,12,0,0,66,145,64,Orthodox,1982-05-30,38,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,28.0
1023,Yaotzin Meza,21,11,0,0,69,145,71,Orthodox,1981-02-04,39,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,207.5
1024,Andreas Michailidis,12,4,0,0,72,185,76,Orthodox,1988-07-18,32,4.6,0.5,3.6,0.63,0.0,0.0,0.0,0.0,9.0
1025,Zachary Micklewright,15,3,0,0,72,155,74,Southpaw,1976-08-21,44,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0,0
1026,Bojan Mihajlovic,10,6,0,0,61,205,73,Orthodox,1980-03-30,40,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,22.0
1027,Curtis Millender,17,5,0,0,74,170,76,Orthodox,1987-12-01,33,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,10.6
1028,Dan Miller,14,8,0,0,73,185,74,Orthodox,1981-06-30,39,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,135.69230769230768
1029,Jim Miller,32,15,0,0,68,155,71,Southpaw,1983-08-30,37,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,135.85714285714286
1030,Cole Miller,21,11,0,0,73,145,73,Orthodox,1984-04-26,36,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,96.89473684210526
1031,Che Mills,16,10,0,0,73,170,76,Orthodox,1982-09-29,38,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,49.333333333333336
1032,Adam Milstead,8,4,0,0,75,205,76,Orthodox,1987-07-03,33,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,6.666666666666667
1033,Alberto Mina,13,1,0,0,72,170,77,Orthodox,1982-05-02,38,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,63.5
1034,Darrick Minner,25,11,0,1,67,145,69,Orthodox,1990-04-28,30,3.61,0.65,2.0,0.45,1.5,0.33,0.5,4.5,16.5
1035,Carlton Minus,10,3,0,0,61,170,75,Orthodox,1993-04-26,27,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,0.0
1036,Stipe Miocic,20,3,0,2,76,240,80,Orthodox,1982-08-19,38,4.9,0.52,3.75,0.55,1.92,0.34,0.7,0.0,201.8235294117647
1037,Frank Mir,18,11,0,0,75,264,79,Southpaw,1979-05-24,41,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,87.25925925925925
1038,Mario Miranda,14,7,0,0,75,185,74,Orthodox,1979-07-12,41,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,157.75
1039,Vitor Miranda,12,5,0,0,73,185,77,Orthodox,1979-03-10,41,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,93.14285714285714
1040,David Mitchell,22,7,0,0,72,170,75,Orthodox,1979-10-24,41,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,91.6
1041,Bryce Mitchell,14,1,0,5,61,145,70,Southpaw,1994-10-04,26,2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3,389.8
